,date,name,value
7660,2021-07,Eltingville/Annadale/Prince's Bay,1
7661,2021-07,Erasmus,206
7662,2021-07,Far Rockaway,221
7663,2021-07,Financial District North,20
7664,2021-07,Financial District South,14
7665,2021-07,Flatbush/Ditmas Park,474
7666,2021-07,Flatiron,30
7667,2021-07,Flatlands,299
7668,2021-07,Flushing,246
7669,2021-07,Flushing Meadows-Corona Park,193
7670,2021-07,Fordham South,129
7671,2021-07,Forest Hills,2516
7672,2021-07,Forest Park/Highland Park,17
7673,2021-07,Fort Greene,1745
7674,2021-07,Fresh Meadows,38
7675,2021-07,Freshkills Park,4
7676,2021-07,Garment District,17
7677,2021-07,Glen Oaks,43
7678,2021-07,Glendale,113
7679,2021-07,Gowanus,154
7680,2021-07,Gramercy,39
7681,2021-07,Gravesend,119
7682,2021-07,Green-Wood Cemetery,1
7683,2021-07,Greenpoint,147
7684,2021-07,Greenwich Village North,16
7685,2021-07,Greenwich Village South,3
7686,2021-07,Grymes Hill/Clifton,22
7687,2021-07,Hamilton Heights,1248
7688,2021-07,Hammels/Arverne,234
7689,2021-07,Heartland Village/Todt Hill,4
7690,2021-07,Highbridge,354
7691,2021-07,Highbridge Park,14
7692,2021-07,Hillcrest/Pomonok,192
7693,2021-07,Hollis,90
7694,2021-07,Homecrest,144
7695,2021-07,Howard Beach,53
7696,2021-07,Hudson Sq,3
7697,2021-07,Hunts Point,139
7698,2021-07,Inwood,296
7699,2021-07,Inwood Hill Park,30
7700,2021-07,JFK Airport,34
7701,2021-07,Jackson Heights,1004
7702,2021-07,Jamaica,1072
7703,2021-07,Jamaica Estates,164
7704,2021-07,Kensington,101
7705,2021-07,Kew Gardens,532
7706,2021-07,Kew Gardens Hills,102
7707,2021-07,Kingsbridge Heights,284
7708,2021-07,Kips Bay,124
7709,2021-07,LaGuardia Airport,11
7710,2021-07,Laurelton,131
7711,2021-07,Lenox Hill East,197
7712,2021-07,Lenox Hill West,50
7713,2021-07,Lincoln Square East,39
7714,2021-07,Lincoln Square West,26
7715,2021-07,Little Italy/NoLiTa,15
7716,2021-07,Long Island City/Hunters Point,216
7717,2021-07,Long Island City/Queens Plaza,164
7718,2021-07,Longwood,124
7719,2021-07,Lower East Side,19
7720,2021-07,Madison,83
7721,2021-07,Manhattan Beach,82
7722,2021-07,Manhattan Valley,96
7723,2021-07,Manhattanville,595
7724,2021-07,Marble Hill,77
7725,2021-07,Marine Park/Floyd Bennett Field,10
7726,2021-07,Marine Park/Mill Basin,169
7727,2021-07,Mariners Harbor,15
7728,2021-07,Maspeth,71
7729,2021-07,Meatpacking/West Village West,3
7730,2021-07,Melrose South,499
7731,2021-07,Middle Village,74
7732,2021-07,Midtown Center,19
7733,2021-07,Midtown East,24
7734,2021-07,Midtown North,15
7735,2021-07,Midtown South,15
7736,2021-07,Midwood,176
7737,2021-07,Morningside Heights,2382
7738,2021-07,Morrisania/Melrose,280
7739,2021-07,Mott Haven/Port Morris,482
7740,2021-07,Mount Hope,311
7741,2021-07,Murray Hill,67
7742,2021-07,Murray Hill-Queens,64
7743,2021-07,New Dorp/Midland Beach,1
7744,2021-07,North Corona,158
7745,2021-07,Norwood,325
7746,2021-07,Oakland Gardens,26
7747,2021-07,Ocean Hill,251
7748,2021-07,Ocean Parkway South,31
7749,2021-07,Old Astoria,332
7750,2021-07,Ozone Park,29
7751,2021-07,Park Slope,705
7752,2021-07,Parkchester,279
7753,2021-07,Pelham Bay,86
7754,2021-07,Pelham Bay Park,24
7755,2021-07,Pelham Parkway,228
7756,2021-07,Penn Station/Madison Sq West,27
7757,2021-07,Port Richmond,2
7758,2021-07,Prospect Heights,205
7759,2021-07,Prospect Park,43
7760,2021-07,Prospect-Lefferts Gardens,647
7761,2021-07,Queens Village,178
7762,2021-07,Queensboro Hill,53
7763,2021-07,Queensbridge/Ravenswood,391
7764,2021-07,Randalls Island,14
7765,2021-07,Red Hook,99
7766,2021-07,Rego Park,647
7767,2021-07,Richmond Hill,535
7768,2021-07,Ridgewood,93
7769,2021-07,Riverdale/North Riverdale/Fieldston,88
7770,2021-07,Rockaway Park,66
7771,2021-07,Roosevelt Island,31
7772,2021-07,Rosedale,91
7773,2021-07,Saint Albans,373
7774,2021-07,Saint George/New Brighton,4
7775,2021-07,Saint Michaels Cemetery/Woodside,38
7776,2021-07,Schuylerville/Edgewater Park,163
7777,2021-07,Seaport,24
7778,2021-07,Sheepshead Bay,208
7779,2021-07,SoHo,3
7780,2021-07,Soundview/Bruckner,251
7781,2021-07,Soundview/Castle Hill,618
7782,2021-07,South Beach/Dongan Hills,1
7783,2021-07,South Jamaica,288
7784,2021-07,South Ozone Park,253
7785,2021-07,South Williamsburg,38
7786,2021-07,Springfield Gardens North,204
7787,2021-07,Springfield Gardens South,96
7788,2021-07,Spuyten Duyvil/Kingsbridge,221
7789,2021-07,Stapleton,9
7790,2021-07,Starrett City,208
7791,2021-07,Steinway,333
7792,2021-07,Stuy Town/Peter Cooper Village,10
7793,2021-07,Stuyvesant Heights,506
7794,2021-07,Sunnyside,440
7795,2021-07,Sunset Park East,108
7796,2021-07,Sunset Park West,247
7797,2021-07,Sutton Place/Turtle Bay North,25
7798,2021-07,Times Sq/Theatre District,20
7799,2021-07,TriBeCa/Civic Center,30
7800,2021-07,Two Bridges/Seward Park,50
7801,2021-07,UN/Turtle Bay South,20
7802,2021-07,Union Sq,30
7803,2021-07,University Heights/Morris Heights,387
7804,2021-07,Upper East Side North,384
7805,2021-07,Upper East Side South,34
7806,2021-07,Upper West Side North,81
7807,2021-07,Upper West Side South,25
7808,2021-07,Van Cortlandt Park,60
7809,2021-07,Van Cortlandt Village,192
7810,2021-07,Van Nest/Morris Park,572
7811,2021-07,Washington Heights North,441
7812,2021-07,Washington Heights South,2234
7813,2021-07,West Brighton,1
7814,2021-07,West Chelsea/Hudson Yards,8
7815,2021-07,West Concourse,460
7816,2021-07,West Farms/Bronx River,160
7817,2021-07,West Village,15
7818,2021-07,Westchester Village/Unionport,191
7819,2021-07,Whitestone,33
7820,2021-07,Willets Point,15
7821,2021-07,Williamsbridge/Olinville,351
7822,2021-07,Williamsburg (North Side),250
7823,2021-07,Williamsburg (South Side),174
7824,2021-07,Windsor Terrace,53
7825,2021-07,Woodhaven,96
7826,2021-07,Woodlawn/Wakefield,154
7827,2021-07,Woodside,553
7828,2021-07,World Trade Center,13
7829,2021-07,Yorkville East,36
7830,2021-07,Yorkville West,150
7831,2021-08,Allerton/Pelham Gardens,122
7832,2021-08,Alphabet City,23
7833,2021-08,Arden Heights,16
7834,2021-08,Arrochar/Fort Wadsworth,6
7835,2021-08,Astoria,1614
7836,2021-08,Astoria Park,5
7837,2021-08,Auburndale,63
7838,2021-08,Baisley Park,251
7839,2021-08,Bath Beach,99
7840,2021-08,Battery Park City,10
7841,2021-08,Bay Ridge,294
7842,2021-08,Bay Terrace/Fort Totten,34
7843,2021-08,Bayside,64
7844,2021-08,Bedford,480
7845,2021-08,Bedford Park,226
7846,2021-08,Bellerose,76
7847,2021-08,Belmont,134
7848,2021-08,Bensonhurst East,117
7849,2021-08,Bensonhurst West,140
7850,2021-08,Bloomfield/Emerson Hill,81
7851,2021-08,Bloomingdale,420
7852,2021-08,Boerum Hill,822
7853,2021-08,Borough Park,227
7854,2021-08,Breezy Point/Fort Tilden/Riis Beach,4
7855,2021-08,Briarwood/Jamaica Hills,155
7856,2021-08,Brighton Beach,151
7857,2021-08,Bronx Park,32
7858,2021-08,Bronxdale,166
7859,2021-08,Brooklyn Heights,1001
7860,2021-08,Brooklyn Navy Yard,26
7861,2021-08,Brownsville,500
7862,2021-08,Bushwick North,130
7863,2021-08,Bushwick South,241
7864,2021-08,Cambria Heights,81
7865,2021-08,Canarsie,403
7866,2021-08,Carroll Gardens,169
7867,2021-08,Central Harlem,4850
7868,2021-08,Central Harlem North,3244
7869,2021-08,Central Park,1528
7870,2021-08,Charleston/Tottenville,7
7871,2021-08,Chinatown,25
7872,2021-08,City Island,39
7873,2021-08,Claremont/Bathgate,304
7874,2021-08,Clinton East,39
7875,2021-08,Clinton Hill,524
7876,2021-08,Clinton West,30
7877,2021-08,Co-Op City,465
7878,2021-08,Cobble Hill,422
7879,2021-08,College Point,43
7880,2021-08,Columbia Street,20
7881,2021-08,Coney Island,440
7882,2021-08,Corona,558
7883,2021-08,Country Club,3
7884,2021-08,Crotona Park,7
7885,2021-08,Crotona Park East,119
7886,2021-08,Crown Heights North,1017
7887,2021-08,Crown Heights South,247
7888,2021-08,Cypress Hills,112
7889,2021-08,DUMBO/Vinegar Hill,203
7890,2021-08,Douglaston,20
7891,2021-08,Downtown Brooklyn/MetroTech,1721
7892,2021-08,Dyker Heights,76
7893,2021-08,East Chelsea,59
7894,2021-08,East Concourse/Concourse Village,478
7895,2021-08,East Elmhurst,98
7896,2021-08,East Flatbush/Farragut,293
7897,2021-08,East Flatbush/Remsen Village,373
7898,2021-08,East Flushing,24
7899,2021-08,East Harlem North,8888
7900,2021-08,East Harlem South,7540
7901,2021-08,East New York,607
7902,2021-08,East New York/Pennsylvania Avenue,170
7903,2021-08,East Tremont,244
7904,2021-08,East Village,29
7905,2021-08,East Williamsburg,250
7906,2021-08,Eastchester,124
7907,2021-08,Elmhurst,1377
7908,2021-08,Elmhurst/Maspeth,210
7909,2021-08,Erasmus,184
7910,2021-08,Far Rockaway,169
7911,2021-08,Financial District North,30
7912,2021-08,Financial District South,12
7913,2021-08,Flatbush/Ditmas Park,502
7914,2021-08,Flatiron,28
7915,2021-08,Flatlands,332
7916,2021-08,Flushing,228
7917,2021-08,Flushing Meadows-Corona Park,366
7918,2021-08,Fordham South,118
7919,2021-08,Forest Hills,2581
7920,2021-08,Forest Park/Highland Park,19
7921,2021-08,Fort Greene,1646
7922,2021-08,Fresh Meadows,29
7923,2021-08,Freshkills Park,3
7924,2021-08,Garment District,28
7925,2021-08,Glen Oaks,34
7926,2021-08,Glendale,118
7927,2021-08,Gowanus,151
7928,2021-08,Gramercy,48
7929,2021-08,Gravesend,105
7930,2021-08,Green-Wood Cemetery,2
7931,2021-08,Greenpoint,162
7932,2021-08,Greenwich Village North,14
7933,2021-08,Greenwich Village South,6
7934,2021-08,Grymes Hill/Clifton,40
7935,2021-08,Hamilton Heights,1253
7936,2021-08,Hammels/Arverne,199
7937,2021-08,Heartland Village/Todt Hill,1
7938,2021-08,Highbridge,337
7939,2021-08,Highbridge Park,14
7940,2021-08,Hillcrest/Pomonok,175
7941,2021-08,Hollis,116
7942,2021-08,Homecrest,127
7943,2021-08,Howard Beach,43
7944,2021-08,Hudson Sq,2
7945,2021-08,Hunts Point,139
7946,2021-08,Inwood,262
7947,2021-08,Inwood Hill Park,43
7948,2021-08,JFK Airport,33
7949,2021-08,Jackson Heights,990
7950,2021-08,Jamaica,1135
7951,2021-08,Jamaica Estates,140
7952,2021-08,Kensington,125
7953,2021-08,Kew Gardens,537
7954,2021-08,Kew Gardens Hills,103
7955,2021-08,Kingsbridge Heights,290
7956,2021-08,Kips Bay,125
7957,2021-08,LaGuardia Airport,28
7958,2021-08,Laurelton,97
7959,2021-08,Lenox Hill East,183
7960,2021-08,Lenox Hill West,52
7961,2021-08,Lincoln Square East,29
7962,2021-08,Lincoln Square West,25
7963,2021-08,Little Italy/NoLiTa,10
7964,2021-08,Long Island City/Hunters Point,223
7965,2021-08,Long Island City/Queens Plaza,191
7966,2021-08,Longwood,145
7967,2021-08,Lower East Side,21
7968,2021-08,Madison,91
7969,2021-08,Manhattan Beach,65
7970,2021-08,Manhattan Valley,75
7971,2021-08,Manhattanville,621
7972,2021-08,Marble Hill,97
7973,2021-08,Marine Park/Floyd Bennett Field,4
7974,2021-08,Marine Park/Mill Basin,173
7975,2021-08,Mariners Harbor,33
7976,2021-08,Maspeth,67
7977,2021-08,Meatpacking/West Village West,6
7978,2021-08,Melrose South,439
7979,2021-08,Middle Village,70
7980,2021-08,Midtown Center,26
7981,2021-08,Midtown East,25
7982,2021-08,Midtown North,13
7983,2021-08,Midtown South,18
7984,2021-08,Midwood,211
7985,2021-08,Morningside Heights,2560
7986,2021-08,Morrisania/Melrose,272
7987,2021-08,Mott Haven/Port Morris,445
7988,2021-08,Mount Hope,324
7989,2021-08,Murray Hill,85
7990,2021-08,Murray Hill-Queens,58
7991,2021-08,Newark Airport,1
7992,2021-08,North Corona,185
7993,2021-08,Norwood,265
7994,2021-08,Oakland Gardens,33
7995,2021-08,Ocean Hill,234
7996,2021-08,Ocean Parkway South,29
7997,2021-08,Old Astoria,323
7998,2021-08,Ozone Park,29
7999,2021-08,Park Slope,713
8000,2021-08,Parkchester,292
8001,2021-08,Pelham Bay,105
8002,2021-08,Pelham Bay Park,26
8003,2021-08,Pelham Parkway,244
8004,2021-08,Penn Station/Madison Sq West,20
8005,2021-08,Port Richmond,3
8006,2021-08,Prospect Heights,225
8007,2021-08,Prospect Park,42
8008,2021-08,Prospect-Lefferts Gardens,659
8009,2021-08,Queens Village,158
8010,2021-08,Queensboro Hill,73
8011,2021-08,Queensbridge/Ravenswood,351
8012,2021-08,Randalls Island,14
8013,2021-08,Red Hook,128
8014,2021-08,Rego Park,618
8015,2021-08,Richmond Hill,527
8016,2021-08,Ridgewood,117
8017,2021-08,Riverdale/North Riverdale/Fieldston,94
8018,2021-08,Rockaway Park,50
8019,2021-08,Roosevelt Island,38
8020,2021-08,Rosedale,86
8021,2021-08,Saint Albans,353
8022,2021-08,Saint George/New Brighton,4
8023,2021-08,Saint Michaels Cemetery/Woodside,43
8024,2021-08,Schuylerville/Edgewater Park,169
8025,2021-08,Seaport,21
8026,2021-08,Sheepshead Bay,178
8027,2021-08,SoHo,1
8028,2021-08,Soundview/Bruckner,208
8029,2021-08,Soundview/Castle Hill,594
8030,2021-08,South Beach/Dongan Hills,1
8031,2021-08,South Jamaica,276
8032,2021-08,South Ozone Park,227
8033,2021-08,South Williamsburg,55
8034,2021-08,Springfield Gardens North,190
8035,2021-08,Springfield Gardens South,104
8036,2021-08,Spuyten Duyvil/Kingsbridge,244
8037,2021-08,Stapleton,5
8038,2021-08,Starrett City,177
8039,2021-08,Steinway,282
8040,2021-08,Stuy Town/Peter Cooper Village,12
8041,2021-08,Stuyvesant Heights,519
8042,2021-08,Sunnyside,405
8043,2021-08,Sunset Park East,113
8044,2021-08,Sunset Park West,238
8045,2021-08,Sutton Place/Turtle Bay North,34
8046,2021-08,Times Sq/Theatre District,18
8047,2021-08,TriBeCa/Civic Center,30
8048,2021-08,Two Bridges/Seward Park,43
8049,2021-08,UN/Turtle Bay South,25
8050,2021-08,Union Sq,34
8051,2021-08,University Heights/Morris Heights,386
8052,2021-08,Upper East Side North,322
8053,2021-08,Upper East Side South,31
8054,2021-08,Upper West Side North,66
8055,2021-08,Upper West Side South,20
8056,2021-08,Van Cortlandt Park,42
8057,2021-08,Van Cortlandt Village,186
8058,2021-08,Van Nest/Morris Park,611
8059,2021-08,Washington Heights North,458
8060,2021-08,Washington Heights South,2354
8061,2021-08,West Chelsea/Hudson Yards,7
8062,2021-08,West Concourse,473
8063,2021-08,West Farms/Bronx River,161
8064,2021-08,West Village,12
8065,2021-08,Westchester Village/Unionport,196
8066,2021-08,Whitestone,30
8067,2021-08,Willets Point,37
8068,2021-08,Williamsbridge/Olinville,333
8069,2021-08,Williamsburg (North Side),284
8070,2021-08,Williamsburg (South Side),226
8071,2021-08,Windsor Terrace,63
8072,2021-08,Woodhaven,90
8073,2021-08,Woodlawn/Wakefield,135
8074,2021-08,Woodside,604
8075,2021-08,World Trade Center,8
8076,2021-08,Yorkville East,34
8077,2021-08,Yorkville West,158
8078,2021-09,Allerton/Pelham Gardens,146
8079,2021-09,Alphabet City,22
8080,2021-09,Arden Heights,13
8081,2021-09,Arrochar/Fort Wadsworth,6
8082,2021-09,Astoria,2403
8083,2021-09,Astoria Park,5
8084,2021-09,Auburndale,46
8085,2021-09,Baisley Park,299
8086,2021-09,Bath Beach,88
8087,2021-09,Battery Park,1
8088,2021-09,Battery Park City,10
8089,2021-09,Bay Ridge,350
8090,2021-09,Bay Terrace/Fort Totten,28
8091,2021-09,Bayside,50
8092,2021-09,Bedford,570
8093,2021-09,Bedford Park,237
8094,2021-09,Bellerose,69
8095,2021-09,Belmont,163
8096,2021-09,Bensonhurst East,121
8097,2021-09,Bensonhurst West,167
8098,2021-09,Bloomfield/Emerson Hill,94
8099,2021-09,Bloomingdale,465
8100,2021-09,Boerum Hill,1008
8101,2021-09,Borough Park,165
8102,2021-09,Breezy Point/Fort Tilden/Riis Beach,3
8103,2021-09,Briarwood/Jamaica Hills,183
8104,2021-09,Brighton Beach,147
8105,2021-09,Broad Channel,1
8106,2021-09,Bronx Park,38
8107,2021-09,Bronxdale,196
8108,2021-09,Brooklyn Heights,1233
8109,2021-09,Brooklyn Navy Yard,37
8110,2021-09,Brownsville,523
8111,2021-09,Bushwick North,163
8112,2021-09,Bushwick South,281
8113,2021-09,Cambria Heights,92
8114,2021-09,Canarsie,432
8115,2021-09,Carroll Gardens,170
8116,2021-09,Central Harlem,4856
8117,2021-09,Central Harlem North,3296
8118,2021-09,Central Park,1518
8119,2021-09,Charleston/Tottenville,10
8120,2021-09,Chinatown,35
8121,2021-09,City Island,37
8122,2021-09,Claremont/Bathgate,248
8123,2021-09,Clinton East,56
8124,2021-09,Clinton Hill,550
8125,2021-09,Clinton West,41
8126,2021-09,Co-Op City,471
8127,2021-09,Cobble Hill,484
8128,2021-09,College Point,26
8129,2021-09,Columbia Street,28
8130,2021-09,Coney Island,560
8131,2021-09,Corona,612
8132,2021-09,Country Club,11
8133,2021-09,Crotona Park,6
8134,2021-09,Crotona Park East,150
8135,2021-09,Crown Heights North,1071
8136,2021-09,Crown Heights South,301
8137,2021-09,Cypress Hills,120
8138,2021-09,DUMBO/Vinegar Hill,403
8139,2021-09,Douglaston,14
8140,2021-09,Downtown Brooklyn/MetroTech,1795
8141,2021-09,Dyker Heights,81
8142,2021-09,East Chelsea,79
8143,2021-09,East Concourse/Concourse Village,466
8144,2021-09,East Elmhurst,112
8145,2021-09,East Flatbush/Farragut,335
8146,2021-09,East Flatbush/Remsen Village,374
8147,2021-09,East Flushing,23
8148,2021-09,East Harlem North,8983
8149,2021-09,East Harlem South,8115
8150,2021-09,East New York,656
8151,2021-09,East New York/Pennsylvania Avenue,171
8152,2021-09,East Tremont,224
8153,2021-09,East Village,39
8154,2021-09,East Williamsburg,328
8155,2021-09,Eastchester,144
8156,2021-09,Elmhurst,2191
8157,2021-09,Elmhurst/Maspeth,408
8158,2021-09,Erasmus,206
8159,2021-09,Far Rockaway,165
8160,2021-09,Financial District North,27
8161,2021-09,Financial District South,10
8162,2021-09,Flatbush/Ditmas Park,503
8163,2021-09,Flatiron,43
8164,2021-09,Flatlands,354
8165,2021-09,Flushing,436
8166,2021-09,Flushing Meadows-Corona Park,1569
8167,2021-09,Fordham South,117
8168,2021-09,Forest Hills,3329
8169,2021-09,Forest Park/Highland Park,12
8170,2021-09,Fort Greene,1798
8171,2021-09,Fresh Meadows,35
8172,2021-09,Freshkills Park,1
8173,2021-09,Garment District,32
8174,2021-09,Glen Oaks,26
8175,2021-09,Glendale,102
8176,2021-09,Gowanus,183
8177,2021-09,Gramercy,63
8178,2021-09,Gravesend,129
8179,2021-09,Great Kills,4
8180,2021-09,Green-Wood Cemetery,2
8181,2021-09,Greenpoint,223
8182,2021-09,Greenwich Village North,35
8183,2021-09,Greenwich Village South,6
8184,2021-09,Grymes Hill/Clifton,36
8185,2021-09,Hamilton Heights,1371
8186,2021-09,Hammels/Arverne,239
8187,2021-09,Heartland Village/Todt Hill,6
8188,2021-09,Highbridge,343
8189,2021-09,Highbridge Park,16
8190,2021-09,Hillcrest/Pomonok,166
8191,2021-09,Hollis,132
8192,2021-09,Homecrest,132
8193,2021-09,Howard Beach,53
8194,2021-09,Hudson Sq,4
8195,2021-09,Hunts Point,137
8196,2021-09,Inwood,293
8197,2021-09,Inwood Hill Park,37
8198,2021-09,JFK Airport,65
8199,2021-09,Jackson Heights,1382
8200,2021-09,Jamaica,1414
8201,2021-09,Jamaica Bay,1
8202,2021-09,Jamaica Estates,206
8203,2021-09,Kensington,92
8204,2021-09,Kew Gardens,712
8205,2021-09,Kew Gardens Hills,112
8206,2021-09,Kingsbridge Heights,287
8207,2021-09,Kips Bay,143
8208,2021-09,LaGuardia Airport,47
8209,2021-09,Laurelton,124
8210,2021-09,Lenox Hill East,222
8211,2021-09,Lenox Hill West,63
8212,2021-09,Lincoln Square East,46
8213,2021-09,Lincoln Square West,31
8214,2021-09,Little Italy/NoLiTa,20
8215,2021-09,Long Island City/Hunters Point,418
8216,2021-09,Long Island City/Queens Plaza,326
8217,2021-09,Longwood,146
8218,2021-09,Lower East Side,18
8219,2021-09,Madison,77
8220,2021-09,Manhattan Beach,68
8221,2021-09,Manhattan Valley,102
8222,2021-09,Manhattanville,648
8223,2021-09,Marble Hill,61
8224,2021-09,Marine Park/Floyd Bennett Field,6
8225,2021-09,Marine Park/Mill Basin,165
8226,2021-09,Mariners Harbor,32
8227,2021-09,Maspeth,90
8228,2021-09,Meatpacking/West Village West,4
8229,2021-09,Melrose South,472
8230,2021-09,Middle Village,99
8231,2021-09,Midtown Center,35
8232,2021-09,Midtown East,27
8233,2021-09,Midtown North,18
8234,2021-09,Midtown South,35
8235,2021-09,Midwood,197
8236,2021-09,Morningside Heights,3399
8237,2021-09,Morrisania/Melrose,261
8238,2021-09,Mott Haven/Port Morris,468
8239,2021-09,Mount Hope,260
8240,2021-09,Murray Hill,97
8241,2021-09,Murray Hill-Queens,55
8242,2021-09,New Dorp/Midland Beach,2
8243,2021-09,Newark Airport,1
8244,2021-09,North Corona,235
8245,2021-09,Norwood,288
8246,2021-09,Oakland Gardens,24
8247,2021-09,Ocean Hill,230
8248,2021-09,Ocean Parkway South,33
8249,2021-09,Old Astoria,423
8250,2021-09,Ozone Park,29
8251,2021-09,Park Slope,880
8252,2021-09,Parkchester,308
8253,2021-09,Pelham Bay,55
8254,2021-09,Pelham Bay Park,6
8255,2021-09,Pelham Parkway,262
8256,2021-09,Penn Station/Madison Sq West,46
8257,2021-09,Port Richmond,5
8258,2021-09,Prospect Heights,241
8259,2021-09,Prospect Park,47
8260,2021-09,Prospect-Lefferts Gardens,721
8261,2021-09,Queens Village,194
8262,2021-09,Queensboro Hill,155
8263,2021-09,Queensbridge/Ravenswood,486
8264,2021-09,Randalls Island,31
8265,2021-09,Red Hook,120
8266,2021-09,Rego Park,782
8267,2021-09,Richmond Hill,512
8268,2021-09,Ridgewood,115
8269,2021-09,Riverdale/North Riverdale/Fieldston,68
8270,2021-09,Rockaway Park,40
8271,2021-09,Roosevelt Island,86
8272,2021-09,Rosedale,67
8273,2021-09,Saint Albans,320
8274,2021-09,Saint George/New Brighton,8
